uniprot_id,label_original,label_recovered,label_used_for_experiments,label_source_tag
B2RKY9,Other,,Other,original
B2S0M7,Other,,Other,original
B2S0W8,Other,,Other,original
B2S2W8,Other,TK,TK,name_regex
B2S328,Other,,Other,original
B2S337,Other,,Other,original
B2S371,Other,,Other,original
B2S3D0,Other,,Other,original
B2S3I2,Other,,Other,original
B2S3I6,Other,,Other,original
B2S4P7,Other,,Other,original
B2SWU4,Other,Histidine,Histidine,name_regex
B2T3K5,Other,,Other,original
B2TQ14,Other,TK,TK,name_regex
B2TQ47,Other,,Other,original
B2UES6,Other,,Other,original
B2UKW8,Other,,Other,original
B2UP55,Other,TK,TK,name_regex
B2UQS1,Other,,Other,original
B2URE3,Other,TK,TK,mapping
B2US28,Other,,Other,original
B2UVU0,Other,,Other,original
B2V5N9,Other,,Other,original
B2V7G0,Other,TK,TK,name_regex
B2V7Y5,Other,TK,TK,mapping
B2V895,Other,,Other,original
B2VDQ9,AGC,,AGC,original
B2VIT0,Other,,Other,original
B3CQC3,Other,,Other,original
B3CT26,Other,,Other,original
B3DP37,Other,TK,TK,name_regex
B3DQ80,Other,TK,TK,name_regex
B3DVI7,Other,TK,TK,name_regex
B3DWU5,Other,,Other,original
B3DXL1,Other,,Other,original
B3E610,Other,,Other,original
B3E6Y9,Other,,Other,original
B3E9Y3,Other,TK,TK,mapping
B3EB76,Other,,Other,original
B3ENQ2,Other,,Other,original
B3PH50,TK,,TK,original
B3PJ64,Other,,Other,original
B3PK21,Other,,Other,original
B3PM40,Other,,Other,original
B3Q986,Other,Histidine,Histidine,name_regex
B3Q9Q6,Other,,Other,original
B3QA57,Other,,Other,original
B3QS41,Other,,Other,original
B3QT42,Other,TK,TK,name_regex
B3QV27,Other,,Other,original
B3QW77,Other,TK,TK,name_regex
B3QYG7,Other,,Other,original
B3W782,Other,TK,TK,name_regex
B3W7I5,Other,TK,TK,mapping
B4F0A6,Other,TK,TK,mapping
B4GXC2,CAMK,,CAMK,original
B4JHJ7,Other,,Other,original
B4R0A5,Other,,Other,original
B4RQI7,Other,,Other,original
B4S0H7,Other,TK,TK,mapping
B4SGW9,Other,,Other,original
B4U063,Other,,Other,original
B4U247,Other,,Other,original
B4U5Q9,Other,TK,TK,name_regex
B4U765,Other,,Other,original
B4U7A6,Other,TK,TK,mapping
B4UDP2,Other,,Other,original
B4ULC6,Other,TK,TK,name_regex
B4ULH7,Other,TK,TK,mapping
B5E4U6,Other,,Other,original
B5EB79,Other,,Other,original
B5EFY8,Other,,Other,original
B5FAW8,Other,,Other,original
B5FG51,Other,,Other,original
B5RRM3,Other,,Other,original
B5Y6I0,Other,TK,TK,name_regex
B5Y7W0,Other,,Other,original
B5Y8I0,Other,,Other,original
B5Y8S5,Other,,Other,original
B5YDE1,Other,,Other,original
B5YG57,Other,TK,TK,name_regex
B5YH69,Other,,Other,original
B5YHI3,Other,,Other,original
B5YJA6,Other,,Other,original
B5Z6Y9,Other,,Other,original
B5Z7K9,Other,TK,TK,name_regex
B5ZSI5,Other,,Other,original
B6IPH3,Other,TK,TK,mapping
B6ISW6,Other,,Other,original
B6J4A3,Other,,Other,original
B6JD20,Other,,Other,original
B6YQ14,Other,,Other,original
B6YQC6,Other,TK,TK,name_regex
B6YQJ0,Other,,Other,original
B6YRA7,Other,,Other,original
B6YS18,Other,TK,TK,mapping
B6YUD7,Other,,Other,original
B6YVU5,Other,,Other,original
B6YWL5,Other,,Other,original
B7GKQ7,Other,TK,TK,name_regex
B7H7M2,Other,,Other,original
B7ID76,Other,,Other,original
B7IDE2,Other,TK,TK,mapping
B7IE73,Other,,Other,original
B7IG15,Other,TK,TK,name_regex
B7J0Z2,Other,,Other,original
B7J1G9,Other,,Other,original
B7J3S7,Other,,Other,original
B7J4J4,Other,,Other,original
B7JSQ5,Other,,Other,original
B7JZT6,Other,,Other,original
B7VKH0,Other,TK,TK,name_regex
B7XHR6,CAMK,,CAMK,original
B8AVX5,Other,,Other,original
B8D075,Other,,Other,original
B8D093,Other,TK,TK,name_regex
B8D0S4,Other,,Other,original
B8D1G8,Other,TK,TK,mapping
B8D503,CMGC,,CMGC,original
B8D789,Other,,Other,original
B8D813,Other,,Other,original
B8DCW1,Other,,Other,original
B8DKV9,Other,,Other,original
B8DMG5,Other,,Other,original
B8E0Z4,Other,,Other,original
B8E191,Other,,Other,original
B8E2Z9,Other,,Other,original
B8EIS2,Other,,Other,original
B8F6K1,TK,,TK,original
B8F7P4,Other,TK,TK,name_regex
B8FJP4,Other,,Other,original
B8FN99,Other,,Other,original
B8FUD3,Other,TK,TK,name_regex
B8FWU9,Other,TK,TK,mapping
B8FY51,Other,TK,TK,name_regex
B8FZD1,Other,,Other,original
B8G7I8,Other,TK,TK,name_regex
B8GEC2,Other,,Other,original
B8GPV2,Other,,Other,original
B8GYI6,Other,,Other,original
B8H331,Other,,Other,original
B8H4F5,Other,,Other,original
B8HGC5,Other,TK,TK,mapping
B8HMS3,Other,,Other,original
B8HU41,Other,TK,TK,name_regex
B8HVB6,Other,,Other,original
B8I3A3,Other,,Other,original
B8I3J5,Other,TK,TK,name_regex
B8IZ74,Other,,Other,original
B8J0H2,Other,,Other,original
B8J468,Other,,Other,original
B8J4C1,Other,TK,TK,name_regex
B8J4D3,Other,,Other,original
B8ZRH2,Other,,Other,original
B8ZU51,Other,,Other,original
B8ZU60,Other,TK,TK,name_regex
B9DIP5,Other,,Other,original
B9DNJ4,Other,,Other,original
B9DNU7,Other,,Other,original
B9DSE2,Other,,Other,original
B9E6S1,Other,,Other,original
B9E8D6,Other,TK,TK,name_regex
B9E8V7,Other,TK,TK,name_regex
B9JK65,Other,TK,TK,name_regex
B9JS00,Other,,Other,original
B9KCQ6,Other,,Other,original
B9KD06,Other,TK,TK,name_regex
B9KFZ4,Other,,Other,original
B9KGY6,Other,,Other,original
B9KHW8,Other,,Other,original
B9KIB9,Other,TK,TK,name_regex
B9KXL1,Other,,Other,original
B9KZ66,Other,,Other,original
B9L0J2,Other,,Other,original
B9LPF8,Other,,Other,original
B9LSK0,Other,,Other,original
B9MN44,Other,,Other,original
B9MRX9,Other,,Other,original
C0H582,Other,,Other,original
C0HKC8,CAMK,,CAMK,original
C0Q9Z7,Other,,Other,original
C0QAT7,Other,TK,TK,name_regex
C0QHQ9,Other,,Other,original
C0QQW3,Other,TK,TK,name_regex
C0QU76,Other,,Other,original
C0QWJ2,Other,TK,TK,name_regex
C0QWN8,Other,,Other,original
C0QYU9,Other,TK,TK,mapping
C0R000,Other,,Other,original
C0R2S8,Other,TK,TK,name_regex
C0Z6Q2,Other,,Other,original
C0Z6T0,Other,TK,TK,mapping
C0ZAS6,Other,,Other,original
C0ZIE6,Other,TK,TK,name_regex
C0ZSV1,Other,,Other,original
C0ZZB5,Other,,Other,original
C1A163,Other,TK,TK,name_regex
C1A482,Other,,Other,original
C1A6S6,Other,,Other,original
C1AE25,Other,TK,TK,name_regex
C1CXE5,Other,,Other,original
C1D087,Other,,Other,original
C1D1C3,Other,,Other,original
C1D6U5,Other,,Other,original
C1D6Y0,Other,,Other,original
C1DCM4,Other,TK,TK,name_regex
C1DKJ6,Other,,Other,original
C1DRR3,Other,,Other,original
C1F1M9,Other,,Other,original
C1F1S2,Other,,Other,original
C1F227,Other,,Other,original
C1F4F1,Other,TK,TK,mapping
C1KYC3,Other,TK,TK,name_regex
C3MJ49,Other,,Other,original
C3MJB1,Other,,Other,original
C3MP45,Other,,Other,original
C3MQV5,Other,,Other,original
C3PJJ2,Other,,Other,original
C4K4I4,Other,,Other,original
C4K708,Other,,Other,original
C4K7W8,Other,,Other,original
C4K7Z0,Other,TK,TK,name_regex
C4KZE2,Other,TK,TK,name_regex
C4KZS5,Other,TK,TK,name_regex
C4L3Y8,Other,,Other,original
C4L493,Other,,Other,original
C4L6N1,Other,,Other,original
C4L8H9,Other,TK,TK,name_regex
C4LGQ3,Other,,Other,original
C4LL05,Other,,Other,original
C4XHQ9,Other,TK,TK,name_regex
C4XIJ3,Other,TK,TK,name_regex
C4Z0G9,Other,,Other,original
C4Z205,Other,TK,TK,name_regex
C4Z9L7,Other,,Other,original
C4ZCY4,Other,,Other,original
C5BPP8,Other,,Other,original
C5BTP7,Other,,Other,original
C5BV64,Other,,Other,original
C5C8D9,Other,,Other,original
C5CC42,Other,,Other,original
C5CE10,Other,,Other,original
C5CFU0,Other,,Other,original
C5CGI1,Other,,Other,original
C5CYY6,Other,,Other,original
C6BUI7,Other,,Other,original
C6BYL8,Other,,Other,original
C6BZ93,Other,,Other,original
C6DJR3,Other,,Other,original
C6DKQ4,AGC,,AGC,original
C6E2B2,Other,,Other,original
D4GL26,Other,,Other,original
D4GWT7,Other,,Other,original
F4HPN2,TK,,TK,original
F4I114,TK,,TK,original
F4I1N8,Other,,Other,original
F4IRW0,Other,,Other,original
F4J3H7,Other,,Other,original
F5HB62,Other,,Other,original
F7E727,Atypical,,Atypical,original
F8D4I6,Other,,Other,original
F8WQ30,Other,TK,TK,name_regex
G0FS68,AGC,,AGC,original
G3JF10,Other,,Other,original
G4N525,Other,STE,STE,name_regex
G5EEW9,Other,,Other,original
I1RZD0,Other,,Other,original
I1WFB9,Other,,Other,original
I7FJX8,Other,,Other,original
J9VU26,Other,Histidine,Histidine,name_regex
O00940,Other,,Other,original
O01824,Other,,Other,original
O02608,Other,,Other,original
O04086,TK,,TK,original
O05118,Other,,Other,original
O05250,Histidine,,Histidine,original
O05262,Other,,Other,original
O05278,Other,,Other,original
O05514,Other,,Other,original
O06735,TK,,TK,original
O06979,Histidine,,Histidine,original
O07527,Histidine,,Histidine,original
O08309,Other,,Other,original
O08320,Other,TK,TK,mapping
O13810,TK,,TK,original
O13945,Other,,Other,original
O14242,Other,,Other,original
O15992,Other,TK,TK,name_regex
O22187,TK,,TK,original
O22199,Other,,Other,original
O23081,Other,,Other,original
O24706,Other,,Other,original
O24972,Histidine,,Histidine,original
O25026,Histidine,,Histidine,original
O25095,Other,,Other,original
O25502,Other,,Other,original
O25515,Other,TK,TK,name_regex
O25654,Other,,Other,original
O25827,Other,,Other,original
O25917,Histidine,,Histidine,original
O26009,Other,,Other,original
O26958,Other,,Other,original
O27121,Other,,Other,original
O27544,Other,,Other,original
O27656,Other,,Other,original
O27995,Other,,Other,original
O28174,Other,,Other,original
O28204,Other,TK,TK,name_regex
O28237,Other,,Other,original
O28278,Other,,Other,original
O28988,Other,TK,TK,mapping
O29581,Other,,Other,original
O29592,TK,,TK,original
O31433,Histidine,,Histidine,original
O31435,TK,,TK,original
O31516,Histidine,,Histidine,original
O31661,Histidine,,Histidine,original
O31714,Other,,Other,original
O32057,Other,,Other,original
O32153,Other,,Other,original
O32193,Histidine,,Histidine,original
O32198,Histidine,,Histidine,original
O34638,Histidine,,Histidine,original
O34640,Other,,Other,original
O34799,Other,,Other,original
O34934,Other,,Other,original
O34989,Histidine,,Histidine,original
O42632,AGC,,AGC,original
O42794,AGC,,AGC,original
O44006,Other,,Other,original
O48788,TK,,TK,original
O49204,Other,,Other,original
O49318,TK,,TK,original
O49564,Other,,Other,original
O51291,Other,,Other,original
O51323,Other,,Other,original
O51419,Other,,Other,original
O51477,Other,,Other,original
O51497,Other,,Other,original
O52352,Other,,Other,original
O52951,Other,,Other,original
O53857,Histidine,,Histidine,original
O57476,Other,TK,TK,name_regex
O58393,Other,,Other,original
O59398,Other,,Other,original
O59845,Other,,Other,original
O59906,Other,,Other,original
O60017,Atypical,,Atypical,original
O60163,Other,,Other,original
O64639,Other,,Other,original
O65472,Other,,Other,original
O65476,Other,,Other,original
O66519,Other,,Other,original
O66746,Other,,Other,original
O67055,Other,,Other,original
O67060,Other,TK,TK,name_regex
O67099,Other,,Other,original
O67174,TK,,TK,original
O67209,Other,,Other,original
O67221,Other,,Other,original
O67528,Other,,Other,original
O67572,Other,,Other,original
O67753,Other,,Other,original
O67772,Other,TK,TK,name_regex
O67792,Other,,Other,original
O67848,Other,TK,TK,mapping
O67907,Other,,Other,original
O67925,Other,,Other,original
O68984,Other,,Other,original
O69082,Other,,Other,original
O74426,Other,,Other,original
O74561,Other,,Other,original
O74815,Other,,Other,original
O74860,Other,,Other,original
O76206,Other,,Other,original
O80623,TK,,TK,original
O81024,TK,,TK,original
O81263,Other,,Other,original
O83153,Other,,Other,original
O83319,Other,,Other,original
O83362,Other,,Other,original
O83433,Other,TK,TK,mapping
O84191,Other,,Other,original
O84372,Other,,Other,original
O84407,Other,,Other,original
O84458,Other,,Other,original
O84499,Other,,Other,original
O84990,Other,,Other,original
O85786,Other,TK,TK,name_regex
O86224,Other,,Other,original
O94122,Other,,Other,original
O94266,Other,TK,TK,name_regex
O94281,Other,,Other,original
O96863,Other,CK1,CK1,name_regex
P00513,Other,,Other,original
P00530,Other,TK,TK,name_regex
P00542,Other,TK,TK,name_regex
P00544,TK,,TK,original
P00555,Other,,Other,original
P00557,Other,,Other,original
P03177,Atypical,,Atypical,original
P03781,Other,,Other,original
P09250,Other,,Other,original
P09296,Atypical,,Atypical,original
P09431,Histidine,,Histidine,original
P09885,Other,,Other,original
P09979,Other,,Other,original
P0A3Y5,Other,,Other,original
P0A4E1,AGC,,AGC,original
P0C0Z0,Histidine,,Histidine,original
P0C198,CAMK,,CAMK,original
P0C1B1,STE,,STE,original
P0C1F9,Other,,Other,original
P0C2D8,Other,,Other,original
P0C5D9,Other,,Other,original
P0C5K0,TKL,,TKL,original
P0C8F4,Atypical,,Atypical,original
P0CD62,TK,,TK,original
P0CL98,TK,,TK,original
P0DA16,Other,,Other,original
P0DA44,Other,,Other,original
P0DKI6,TK,,TK,original
P0DN88,Other,,Other,original
P0DSV5,Other,,Other,original
P0DW68,Histidine,,Histidine,original
P0DW71,Histidine,,Histidine,original
P0DXJ0,Other,,Other,original
P10251,Other,,Other,original
P10741,Other,,Other,original
P11977,Atypical,,Atypical,original
P12011,Other,,Other,original
P13082,TK,,TK,original
P13227,Other,TK,TK,mapping
P14508,Other,,Other,original
P14509,Other,,Other,original
P18150,Other,,Other,original
P19680,Other,,Other,original
P19906,Histidine,,Histidine,original
P21293,Other,,Other,original
P21901,AGC,,AGC,original
P22990,Other,,Other,original
P23049,Other,TK,TK,name_regex
P23354,Other,,Other,original
P23391,Other,,Other,original
P24425,Other,,Other,original
P25055,Other,,Other,original
P26472,Other,,Other,original
P28926,Other,,Other,original
P28966,Atypical,,Atypical,original
P29364,Other,Histidine,Histidine,name_regex
P29811,TK,,TK,original
P29945,Other,,Other,original
P30235,Other,,Other,original
P31320,AGC,,AGC,original
P31459,Other,,Other,original
P31865,Other,,Other,original
P32044,Other,,Other,original
P32216,Other,,Other,original
P33113,STE,,STE,original
P33802,Other,,Other,original
P34100,AGC,,AGC,original
P34102,AGC,,AGC,original
P34103,AGC,,AGC,original
P34516,Other,,Other,original
P34635,Other,,Other,original
P35735,Other,,Other,original
P35850,Other,,Other,original
P37944,Other,,Other,original
P38839,Other,CMGC,CMGC,name_regex
P39074,Other,,Other,original
P39208,Other,,Other,original
P39211,Other,,Other,original
P39410,Other,,Other,original
P39574,Other,TK,TK,mapping
P41476,Other,TK,TK,name_regex
P41503,Histidine,,Histidine,original
P41720,Other,,Other,original
P41762,Other,,Other,original
P42169,CK1,,CK1,original
P42245,Histidine,,Histidine,original
P42411,Other,,Other,original
P42422,Histidine,,Histidine,original
P42490,Other,,Other,original
P42690,Other,TK,TK,name_regex
P43294,CMGC,,CMGC,original
P43591,Other,AGC,AGC,name_regex
P43892,Other,,Other,original
P43906,Other,,Other,original
P44399,Other,,Other,original
P44401,Other,,Other,original
P44424,Other,,Other,original
P44482,Other,,Other,original
P44491,Other,,Other,original
P44697,Other,TK,TK,name_regex
P44861,Other,,Other,original
P44957,Other,,Other,original
P45670,Histidine,,Histidine,original
P46859,Other,,Other,original
P47042,TK,,TK,original
P47252,Other,,Other,original
P47280,Other,,Other,original
P47284,Other,,Other,original
P47353,Other,,Other,original
P47374,Other,,Other,original
P47391,Other,,Other,original
P47417,Other,,Other,original
P47506,Other,,Other,original
P47542,Other,,Other,original
P47572,Other,,Other,original
P47599,Other,,Other,original
P47622,Other,,Other,original
P47672,Other,,Other,original
P49673,AGC,,AGC,original
P49695,TK,,TK,original
P49982,Other,,Other,original
P49983,Other,,Other,original
P50312,Other,,Other,original
P50313,Other,,Other,original
P50845,Other,,Other,original
P50873,CMGC,,CMGC,original
P51544,Other,TK,TK,name_regex
P51546,Other,,Other,original
P51950,CMGC,,CMGC,original
P53046,Other,AGC,AGC,name_regex
P53118,Other,,Other,original
P53356,Other,TK,TK,name_regex
P54444,Histidine,,Histidine,original
P54556,Other,,Other,original
P54575,Other,,Other,original
P54663,Histidine,,Histidine,original
P54676,Atypical,,Atypical,original
P54734,Other,,Other,original
P54739,AGC,,AGC,original
P54740,AGC,,AGC,original
P54743,Other,,Other,original
P54883,Histidine,,Histidine,original
P55183,Histidine,,Histidine,original
P56091,Other,TK,TK,mapping
P56411,Other,,Other,original
P56848,Other,TK,TK,name_regex
P56858,TK,,TK,original
P56861,Other,,Other,original
P56904,Other,TK,TK,name_regex
P57065,Other,,Other,original
P57250,Other,,Other,original
P57272,Other,,Other,original
P57299,Other,,Other,original
P57702,Other,,Other,original
P57931,Other,TK,TK,name_regex
P57993,Other,,Other,original
P58055,Other,,Other,original
P58056,Other,,Other,original
P58100,Other,,Other,original
P58184,Other,,Other,original
P58593,Other,TK,TK,name_regex
P58897,Other,,Other,original
P59299,Other,TK,TK,mapping
P59429,Other,,Other,original
P59461,Other,,Other,original
P59488,Other,,Other,original
P59500,Other,,Other,original
P59578,Other,,Other,original
P60549,Other,,Other,original
P60553,Other,,Other,original
P61115,Other,,Other,original
P61323,Other,,Other,original
P61325,Other,,Other,original
P62410,Other,,Other,original
P62417,Other,,Other,original
P62511,Other,,Other,original
P63824,Other,,Other,original
P63828,Other,,Other,original
P63830,Other,,Other,original
P65248,Other,,Other,original
P65770,Other,,Other,original
P66915,Other,TK,TK,name_regex
P69103,CK1,,CK1,original
P69365,Other,TK,TK,mapping
P70954,Histidine,,Histidine,original
P71104,Other,,Other,original
P72641,Other,,Other,original
P72796,Other,,Other,original
P72940,TK,,TK,original
P73162,Other,,Other,original
P73469,Other,,Other,original
P73515,Other,,Other,original
P73534,Other,,Other,original
P73651,Other,,Other,original
P74045,Other,,Other,original
P74111,Histidine,,Histidine,original
P74199,Histidine,,Histidine,original
P74297,Other,,Other,original
P74706,Other,,Other,original
P74745,Other,AGC,AGC,name_regex
P75400,Other,,Other,original
P75587,Other,,Other,original
P75948,Other,,Other,original
P76393,Other,,Other,original
P76555,Other,,Other,original
P78825,Other,,Other,original
P83097,Other,TK,TK,name_regex
P83101,CMGC,,CMGC,original
P83104,STE,,STE,original
P83700,Other,TK,TK,name_regex
P84199,Other,,Other,original
P86275,Other,,Other,original
P88825,Other,TK,TK,name_regex
P94414,CMGC,,CMGC,original
P94465,Other,,Other,original
P94871,Other,,Other,original
P96601,TK,,TK,original
P96685,Histidine,,Histidine,original
Q00094,Other,,Other,original
Q00095,Other,,Other,original
Q00497,Other,,Other,original
Q01402,Other,,Other,original
Q01577,Other,,Other,original
Q01PF4,Other,,Other,original
Q01QR0,Other,TK,TK,name_regex
Q022T0,Other,,Other,original
Q02595,TK,,TK,original
Q02A16,Other,,Other,original
Q02B43,Other,TK,TK,mapping
Q02CZ9,Other,,Other,original
Q03021,Atypical,,Atypical,original
Q03786,TK,,TK,original
Q03CP2,Other,,Other,original
Q03EW6,Other,,Other,original
Q03F87,Other,,Other,original
Q03GM6,Other,TK,TK,name_regex
Q03LG8,Other,,Other,original
Q03PA8,Other,TK,TK,mapping
Q03QF3,Other,,Other,original
Q03XM8,Other,TK,TK,name_regex
Q03YX1,Other,TK,TK,name_regex
Q04663,Other,TK,TK,name_regex
Q04758,Other,,Other,original
Q04943,Histidine,,Histidine,original
Q04G65,Other,,Other,original
Q04NM2,Other,,Other,original
Q04V79,Other,,Other,original
Q05672,Other,,Other,original
Q057D8,Other,,Other,original
Q057S9,Other,,Other,original
Q057V8,Other,,Other,original
Q05888,Other,,Other,original
Q06098,Other,TK,TK,name_regex
Q06309,CMGC,,CMGC,original
Q07622,Other,,Other,original
Q07Y94,Other,,Other,original
Q07YV2,Other,,Other,original
Q08097,Other,,Other,original
Q081R7,TK,,TK,original
Q08430,Histidine,,Histidine,original
Q087I7,Other,TK,TK,name_regex
Q08942,Other,,Other,original
Q09537,AGC,,AGC,original
Q09629,TK,,TK,original
Q09792,Other,,Other,original
Q0A923,Other,,Other,original
Q0ABJ2,Other,,Other,original
Q0AC00,Other,TK,TK,name_regex
Q0AEA0,Other,,Other,original
Q0AEC9,Other,,Other,original
Q0AHG4,Other,,Other,original
Q0AHZ4,Other,,Other,original
Q0AJF4,Other,,Other,original
Q0ALG1,Other,,Other,original
Q0APW3,Other,,Other,original
Q0AUE7,Other,TK,TK,name_regex
Q0AUK1,Other,,Other,original
Q0AUM4,Other,TK,TK,mapping
Q0AYW5,Other,,Other,original
Q0AZ87,Other,TK,TK,name_regex
Q0AZE0,Other,,Other,original
Q0B0T2,Other,TK,TK,name_regex
Q0BI00,Other,,Other,original
Q0BMQ8,Other,,Other,original
Q0BPA5,Other,,Other,original
Q0BR06,Other,TK,TK,name_regex
Q0BSF0,Other,,Other,original
Q0BVF4,Other,TK,TK,name_regex
Q0C0I1,Other,,Other,original
Q0C4B4,Other,,Other,original
Q0C4D8,Other,TK,TK,name_regex
Q0D4B2,CAMK,,CAMK,original
Q0D541,TK,,TK,original
Q0D847,TK,,TK,original
Q0J6P7,TK,,TK,original
Q0JI49,CAMK,,CAMK,original
Q0JMW0,Other,,Other,original
Q0K4F6,Other,,Other,original
Q0KBC8,Other,TK,TK,name_regex
Q0P6D2,Other,,Other,original
Q0PBB6,Other,,Other,original
Q0SPE9,Other,,Other,original
Q0SQX1,Other,TK,TK,name_regex
Q0SRK8,Other,,Other,original
Q0SS07,Other,,Other,original
Q0ST92,Other,TK,TK,mapping
Q0STA0,Other,TK,TK,name_regex
Q0V7T5,TK,,TK,original
Q0VQV5,Other,,Other,original
Q0VRN6,Other,,Other,original
Q0VS81,Other,TK,TK,name_regex
Q0VSB2,TK,,TK,original
Q0VSN1,Other,,Other,original
Q0W0P5,Other,TK,TK,mapping
Q0W1L9,Other,TK,TK,name_regex
Q0W1W4,Other,,Other,original
Q0W3K6,Other,,Other,original
Q0W6F7,Other,,Other,original
Q0W8X1,Other,,Other,original
Q0WR59,TK,,TK,original
Q10024,Other,,Other,original
Q10105,Other,RGC,RGC,mapping
Q10242,TK,,TK,original
Q10276,Other,,Other,original
Q10447,Other,,Other,original
Q10454,TK,,TK,original
Q10GB1,Other,,Other,original
Q10SY2,Other,CMGC,CMGC,name_regex
Q10Y19,Other,,Other,original
Q11090,Other,AGC,AGC,name_regex
Q110C6,Other,,Other,original
Q11ED3,Other,,Other,original
Q11IJ6,Other,,Other,original
Q11KG9,Other,TK,TK,name_regex
Q11PL9,Other,,Other,original
Q11Q02,Other,,Other,original
Q11QI8,Other,TK,TK,mapping
Q11VT3,Other,TK,TK,name_regex
Q11XK2,Other,,Other,original
Q12152,Other,,Other,original
Q124G2,Other,Histidine,Histidine,name_regex
Q12DZ8,Other,TK,TK,name_regex
Q12VB0,Other,,Other,original
Q12VQ2,Other,,Other,original
Q12ZS7,Other,,Other,original
Q141E8,Other,,Other,original
Q14JW3,Other,,Other,original
Q15NP1,Other,,Other,original
Q15Q03,Other,,Other,original
Q15RS7,Other,,Other,original
Q15SQ6,Other,TK,TK,name_regex
Q15UF1,Other,,Other,original
Q15XV2,Other,Histidine,Histidine,name_regex
Q162K5,Other,TK,TK,name_regex
Q163E9,Other,TK,TK,name_regex
Q164E0,Other,,Other,original
Q165Y7,Other,,Other,original
Q17413,TK,,TK,original
Q17QS4,Other,,Other,original
Q181G8,Other,TK,TK,name_regex
Q181T8,Other,,Other,original
Q18486,Atypical,,Atypical,original
Q184N9,Other,,Other,original
Q186F4,Other,TK,TK,name_regex
Q187C4,Other,,Other,original
Q187N7,Other,,Other,original
Q188A2,Other,TK,TK,mapping
Q18GX8,Other,TK,TK,name_regex
Q18J88,Other,,Other,original
Q19238,Other,TK,TK,name_regex
Q196W2,TK,,TK,original
Q1AS30,Other,TK,TK,mapping
Q1ASC4,Other,TK,TK,name_regex
Q1AU02,Other,,Other,original
Q1AUH7,Other,,Other,original
Q1AW66,Other,,Other,original
Q1AXL8,Other,TK,TK,name_regex
Q1BYA7,Other,,Other,original
Q1CRI6,Other,TK,TK,name_regex
Q1CXI5,Other,,Other,original
Q1D264,Other,TK,TK,mapping
Q1D6P1,Other,,Other,original
Q1DCK9,Other,,Other,original
Q1GIM1,Other,,Other,original
Q1GPC0,Other,,Other,original
Q1GTW9,Other,TK,TK,name_regex
Q1GZJ0,Other,,Other,original
Q1H3J0,Other,TK,TK,name_regex
Q1I2K4,Other,,Other,original
Q1IIZ0,Other,TK,TK,mapping
Q1IJS7,Other,,Other,original
Q1ISV1,Other,,Other,original
Q1IVF9,Other,,Other,original
Q1IXJ0,Other,,Other,original
Q1IZI8,Other,,Other,original
Q1J201,Other,TK,TK,name_regex
Q1J237,Other,,Other,original
Q1J2A2,Other,TK,TK,mapping
Q1J3J2,Other,,Other,original
Q1J6N4,Other,,Other,original
Q1JPP8,Other,CMGC,CMGC,name_regex
Q1KKW7,TK,,TK,original
Q1LFU5,Other,,Other,original
Q1LR05,Other,,Other,original
Q1LSV5,Other,,Other,original
Q1LTH3,Other,TK,TK,name_regex
Q1LTX5,Other,,Other,original
Q1LU78,Other,,Other,original
Q1M799,Histidine,,Histidine,original
Q1MKS2,Other,TK,TK,name_regex
Q1MPA2,Other,,Other,original
Q1MPL4,Other,,Other,original
Q1MQD8,Other,TK,TK,name_regex
Q1MRD8,Other,,Other,original
Q1MRK3,Other,,Other,original
Q1MRP0,Other,,Other,original
Q1MS79,Other,,Other,original
Q1PE89,TK,,TK,original
Q1Q8Q8,Other,,Other,original
Q1QA44,Other,,Other,original
Q1QDX4,Other,,Other,original
Q1QED3,Other,TK,TK,name_regex
Q1QEQ3,Other,,Other,original
Q1QN09,Other,,Other,original
Q1QPW6,Other,,Other,original
Q1QR91,Other,,Other,original
Q1QT13,Other,,Other,original
Q1QUK4,TK,,TK,original
Q1QXD0,Other,TK,TK,name_regex
Q1QZY3,Other,,Other,original
Q1R031,Other,,Other,original
Q1R0I9,Other,,Other,original
Q1RGM9,Other,,Other,original
Q1RJM0,Other,,Other,original
Q1WSL8,Other,,Other,original
Q1WV68,Other,TK,TK,name_regex
Q1ZXC8,CAMK,,CAMK,original
Q1ZXH2,CAMK,,CAMK,original
Q1ZXI5,TK,,TK,original
Q1ZXR2,TK,,TK,original
Q20140,Other,,Other,original
Q21122,Other,,Other,original
Q21944,TK,,TK,original
Q21CL5,Other,,Other,original
Q21FL9,Other,TK,TK,name_regex
Q21JY6,Other,,Other,original
Q21LT1,Other,,Other,original
Q21MA1,Other,,Other,original
Q21MF7,Other,,Other,original
Q21Q74,Other,,Other,original
Q21UD7,Other,,Other,original
Q22018,Other,,Other,original
Q220S7,Other,,Other,original
Q23915,TK,,TK,original
Q24740,Other,TK,TK,name_regex
Q24XR7,Other,,Other,original
Q253G3,Other,TK,TK,name_regex
Q255D2,Other,,Other,original
Q26619,Other,,Other,original
Q27788,Other,,Other,original
Q28KN6,Other,,Other,original
Q28RF2,Other,,Other,original
Q28UT2,Other,,Other,original
Q28V59,Other,TK,TK,name_regex
Q28W00,Other,,Other,original
Q2A3U3,Other,,Other,original
Q2FNE1,Other,TK,TK,name_regex
Q2FPM5,Other,,Other,original
Q2FQ95,Other,,Other,original
Q2FR36,Other,,Other,original
Q2FWJ3,Other,,Other,original
